sid,n_cand,n_keep,n_lowtissue,n_pen,frac_lowtissue,frac_keep,n_lost_cancer_tiles,max_lost_cancer,max_kept_cancer
3a182bad75cc,157,113,36,8,0.22929936305732485,0.7197452229299363,2,2.6672,45.0027
3a2543c397bd,155,117,38,0,0.24516129032258063,0.7548387096774194,12,7.0145,64.0518
3a307aeade07,62,33,25,4,0.4032258064516129,0.532258064516129,3,7.2006,60.3195
3a4465af672c,230,176,47,7,0.20434782608695654,0.7652173913043478,9,9.697,64.1708
3a5a4b141bdc,123,86,37,0,0.3008130081300813,0.6991869918699187,13,13.9832,64.9384
3a6161c02efa,32,22,10,0,0.3125,0.6875,0,0.0,52.7512
3a76c8778511,163,122,41,0,0.25153374233128833,0.7484662576687117,2,6.6269,40.6448
3a787189b5d4,166,106,20,40,0.12048192771084337,0.6385542168674698,2,2.0782,49.8611
3a8216ba5ef2,241,128,28,85,0.11618257261410789,0.5311203319502075,3,4.3701,61.911
3a88831048e7,145,91,54,0,0.3724137931034483,0.6275862068965518,2,3.6331,20.0607
3a9d5791b0cc,189,141,47,1,0.24867724867724866,0.746031746031746,12,7.9208,67.4896
3aab40b14fab,267,192,57,18,0.21348314606741572,0.7191011235955056,6,8.3008,63.5117
3acfefa2f174,169,128,41,0,0.24260355029585798,0.757396449704142,12,9.8465,64.3066
3ad48056423f,138,95,29,12,0.21014492753623187,0.6884057971014492,6,8.2321,66.04
3ae9efed0835,125,68,16,41,0.128,0.544,0,0.0,48.1735
3aeefd7ef924,223,167,56,0,0.25112107623318386,0.7488789237668162,0,0.0,0.0
3af3acea1b27,190,146,44,0,0.23157894736842105,0.7684210526315789,14,15.9149,78.8345
3b1a389348b3,223,141,36,46,0.16143497757847533,0.6322869955156951,11,5.954,56.6254
3b23e245e4e9,189,126,63,0,0.3333333333333333,0.6666666666666666,34,17.6468,75.7187
3b2701288816,181,142,39,0,0.2154696132596685,0.7845303867403315,10,14.2487,61.1328
3b537df59920,161,83,24,54,0.14906832298136646,0.515527950310559,3,6.1905,44.3207
3b56a9aa8513,198,124,73,1,0.3686868686868687,0.6262626262626263,25,17.9581,79.5258
3b58fcd7537d,230,171,59,0,0.2565217391304348,0.7434782608695653,5,6.8207,63.4506
3b5b3a2cc026,140,106,30,4,0.21428571428571427,0.7571428571428571,0,0.0,0.0
3b60ca0ed4e7,145,110,35,0,0.2413793103448276,0.7586206896551724,0,0.0,0.0
3b67a134303b,195,136,59,0,0.30256410256410254,0.6974358974358974,0,0.0,0.0
3b7f094d2e4a,204,150,54,0,0.2647058823529412,0.7352941176470589,21,10.4782,76.8021
3b82f3a80bd8,252,183,68,1,0.2698412698412698,0.7261904761904762,16,12.8189,75.4395
3b89fac978a0,279,224,55,0,0.1971326164874552,0.8028673835125448,14,6.5308,71.9589
3b9c3ae2d2f1,207,154,53,0,0.2560386473429952,0.7439613526570048,8,5.4764,38.1393
3b9f1f0f05ca,144,107,31,6,0.2152777777777778,0.7430555555555556,8,16.0583,75.325
3babb9b35e40,171,108,42,21,0.24561403508771928,0.631578947368421,5,3.1601,56.0394
3bb8426f5536,206,158,44,4,0.21359223300970873,0.7669902912621359,30,14.2792,63.0753
3bdd92d91566,209,143,53,13,0.2535885167464115,0.6842105263157895,0,0.0,40.6677
3c01808e1ea1,103,80,20,3,0.1941747572815534,0.7766990291262136,2,5.0323,48.4589
3c0e4614fe9f,239,189,48,2,0.200836820083682,0.7907949790794979,9,12.2284,57.1091
3c2fbe79b388,225,173,52,0,0.2311111111111111,0.7688888888888888,21,12.5732,85.3287
3c3b1cae5538,161,121,40,0,0.2484472049689441,0.7515527950310559,4,4.9286,66.3742
3c4ae78a64e6,119,72,15,32,0.12605042016806722,0.6050420168067226,0,0.0,0.0
3c659b2837af,117,79,25,13,0.21367521367521367,0.6752136752136753,3,8.4778,54.3198
3c65a1c66c85,76,57,19,0,0.25,0.75,7,9.5856,58.5663
3c6610ef769e,120,79,33,8,0.275,0.6583333333333333,1,4.5807,62.8952
3c7975c16b2c,224,135,87,2,0.38839285714285715,0.6026785714285714,22,11.6196,71.8002
3c87d6e4b488,273,147,8,118,0.029304029304029304,0.5384615384615384,0,0.0,75.3815
3c8b636f1d0a,125,68,20,37,0.16,0.544,0,0.0,48.5138
3c978c3d50ee,229,173,56,0,0.2445414847161572,0.7554585152838428,0,0.0,0.0
3ca86b49aa2b,144,102,42,0,0.2916666666666667,0.7083333333333334,9,10.4141,42.157
3cb4631d3f2d,46,35,11,0,0.2391304347826087,0.7608695652173914,5,13.5666,57.3837
3cb832450f38,198,141,57,0,0.2878787878787879,0.7121212121212122,0,0.0,0.0
3d0fd9f2d004,159,119,40,0,0.25157232704402516,0.7484276729559748,3,2.832,54.5135
3d334ec1be05,154,115,39,0,0.2532467532467532,0.7467532467532467,0,0.0,0.0
3d3988b1b722,69,47,22,0,0.3188405797101449,0.6811594202898551,2,17.8741,81.3675
3d3de59a9cda,215,114,30,71,0.13953488372093023,0.5302325581395348,3,2.0462,56.9168
3d478da1e66b,171,126,45,0,0.2631578947368421,0.7368421052631579,11,10.8459,51.1459
3d4cb6729fd4,230,159,71,0,0.30869565217391304,0.691304347826087,8,9.6237,63.2477
3d4cd7d76ac3,177,139,38,0,0.21468926553672316,0.7853107344632768,27,18.1091,79.4815
3d4dfa23ca38,186,136,50,0,0.26881720430107525,0.7311827956989247,18,8.6166,52.6932
3d5b16b57612,181,136,45,0,0.24861878453038674,0.7513812154696132,0,0.0,0.0
3d7c76e3d110,48,31,17,0,0.3541666666666667,0.6458333333333334,0,0.0,0.0
3d8afdc0aaa8,171,106,60,5,0.3508771929824561,0.6198830409356725,5,10.141,57.2739
3d996f4f37fb,69,43,26,0,0.37681159420289856,0.6231884057971014,0,0.0,0.0
3da913b3f89e,131,86,45,0,0.3435114503816794,0.6564885496183206,15,20.7733,61.0443
3db32216102a,68,39,29,0,0.4264705882352941,0.5735294117647058,6,14.4531,69.342
3dedb469b518,61,38,23,0,0.3770491803278688,0.6229508196721312,13,11.9858,55.0247
3df9fd5c97b9,143,102,40,1,0.27972027972027974,0.7132867132867133,0,0.0,0.0
3e07800d6b2b,136,88,43,5,0.3161764705882353,0.6470588235294118,0,0.0,0.0
3e1160cd1ee5,165,131,31,3,0.18787878787878787,0.793939393939394,12,8.5144,64.5691
3e16a4a0816d,33,18,15,0,0.45454545454545453,0.5454545454545454,6,9.0439,54.5837
3e3d938e4279,27,20,6,1,0.2222222222222222,0.7407407407407407,5,3.598,43.5394
3e508c22af05,158,97,61,0,0.3860759493670886,0.6139240506329114,0,0.0,0.0
3e52207d9b9e,111,69,33,9,0.2972972972972973,0.6216216216216216,0,0.0,0.0
3e5bee4290a7,198,153,45,0,0.22727272727272727,0.7727272727272727,12,11.4243,65.2649
3e5fc2e7be26,172,130,42,0,0.2441860465116279,0.7558139534883721,4,4.7165,52.1179
3e6e4a8f49b1,130,85,45,0,0.34615384615384615,0.6538461538461539,0,0.0,0.0
3e6e9a534a8d,157,104,53,0,0.3375796178343949,0.6624203821656051,0,0.0,0.0
3e732d5a09c2,71,52,19,0,0.2676056338028169,0.7323943661971831,3,2.6779,36.3464
3e8bd1b2ba71,329,198,68,63,0.2066869300911854,0.601823708206687,9,17.9749,77.0279
3e96addcbf4c,213,124,34,55,0.1596244131455399,0.5821596244131455,9,9.3475,70.8038
3e98e7fe83eb,86,34,37,15,0.43023255813953487,0.3953488372093023,0,0.0,0.0
3ea2b7849d7c,144,102,42,0,0.2916666666666667,0.7083333333333334,19,13.6108,68.7973
3ea446fb35b1,223,172,51,0,0.22869955156950672,0.7713004484304933,16,10.6186,78.2394
3eadfdb7feb9,85,61,24,0,0.2823529411764706,0.7176470588235294,6,6.9321,71.106
3eb655797096,222,174,48,0,0.21621621621621623,0.7837837837837838,21,10.3348,62.677
3ecd13e82ee7,206,122,28,56,0.13592233009708737,0.5922330097087378,0,0.0,40.0665
3ed6a37e2e5a,217,173,43,1,0.19815668202764977,0.7972350230414746,17,13.5178,91.2521
3edccb2b905b,186,140,46,0,0.24731182795698925,0.7526881720430108,0,0.0,0.0
3ee16cef000a,210,164,45,1,0.21428571428571427,0.780952380952381,4,8.8913,59.1553
3ee71993acdc,106,80,26,0,0.24528301886792453,0.7547169811320755,7,6.16,59.7717
3ee83e295ae1,235,178,49,8,0.20851063829787234,0.7574468085106383,18,17.7536,68.956
3eee912c7dab,41,30,11,0,0.2682926829268293,0.7317073170731707,0,0.0,10.5438
3ef789f8caa7,166,128,36,2,0.21686746987951808,0.7710843373493976,12,9.1919,65.184
3f09402aa669,181,133,48,0,0.26519337016574585,0.7348066298342542,0,0.0,40.2924
3f0c4e9f8fb3,85,60,25,0,0.29411764705882354,0.7058823529411765,11,7.0984,43.222
3f1932eefb6d,110,87,23,0,0.20909090909090908,0.7909090909090909,9,8.1772,61.9522
3f1eb8236e85,94,65,29,0,0.30851063829787234,0.6914893617021277,16,11.7645,66.4444
3f232e619560,48,37,10,1,0.20833333333333334,0.7708333333333334,6,11.1496,80.7327
3f3aba7575fc,132,104,27,1,0.20454545454545456,0.7878787878787878,12,11.9339,68.8034
3f3ea480b6f8,182,142,40,0,0.21978021978021978,0.7802197802197802,12,12.4939,73.3871
3f3f6a1f515c,155,115,35,5,0.22580645161290322,0.7419354838709677,16,6.9641,80.9265
3f5ace05ae2e,194,126,59,9,0.30412371134020616,0.6494845360824743,4,6.1737,42.5232
3f5bab6cda24,217,160,24,33,0.11059907834101383,0.7373271889400922,1,8.9432,68.1992
3f7aa0cadbf0,149,117,32,0,0.21476510067114093,0.785234899328859,15,11.7096,71.0739
3fa1e5427fd3,229,127,36,66,0.1572052401746725,0.5545851528384279,5,8.7753,70.8984
3faad4959dbc,158,101,52,5,0.3291139240506329,0.6392405063291139,0,0.0,0.0
3fbe2ab4f195,153,76,34,43,0.2222222222222222,0.49673202614379086,1,2.8183,46.0831
3ff30b9406f4,194,128,66,0,0.3402061855670103,0.6597938144329897,0,0.0,0.0
3ffc71741497,192,140,52,0,0.2708333333333333,0.7291666666666666,7,3.1799,39.5493
402fa51bb615,141,96,45,0,0.3191489361702128,0.6808510638297872,7,11.9278,62.5198
4035885f764d,233,164,53,16,0.22746781115879827,0.703862660944206,0,0.0,0.0
403b430abd71,248,183,61,4,0.24596774193548387,0.7379032258064516,0,0.0,0.0
40518fec8d20,159,122,37,0,0.23270440251572327,0.7672955974842768,1,2.0325,59.5367
4056ca62c737,194,140,41,13,0.211340206185567,0.7216494845360825,7,8.5281,63.3377
4059e344d07a,286,175,53,57,0.1853146853146853,0.6118881118881119,16,11.5768,66.9159
4096244b63ae,260,193,65,2,0.25,0.7423076923076923,19,12.3474,53.4988
409d6815cecd,216,154,56,6,0.25925925925925924,0.7129629629629629,2,8.1848,71.2982
40a7138f52ba,239,155,50,34,0.20920502092050208,0.6485355648535565,7,8.2764,61.3983
40b2f1392288,143,104,39,0,0.2727272727272727,0.7272727272727273,8,10.8856,64.827
40be6eabc1be,257,170,87,0,0.33852140077821014,0.6614785992217899,0,0.0,0.0
40d6e4442b79,96,60,14,22,0.14583333333333334,0.625,0,0.0,49.6094
40d72d6f5f5d,83,58,25,0,0.30120481927710846,0.6987951807228916,9,7.7301,55.9067
40d8910aae26,146,83,31,32,0.21232876712328766,0.5684931506849316,0,0.0,0.0
40f53e192b5e,66,49,17,0,0.25757575757575757,0.7424242424242424,4,13.298,61.4578
4166b08dab85,178,129,49,0,0.2752808988764045,0.7247191011235955,13,16.1606,49.1623
4170f061044a,172,117,55,0,0.31976744186046513,0.6802325581395349,0,0.0,0.0
41785d751326,147,104,43,0,0.2925170068027211,0.7074829931972789,0,0.0,0.0
41890d6114a8,86,52,25,9,0.29069767441860467,0.6046511627906976,0,0.0,0.0
418aa1d085fe,163,123,40,0,0.24539877300613497,0.754601226993865,0,0.0,0.0
418e1cef9d16,112,80,32,0,0.2857142857142857,0.7142857142857143,8,11.6348,69.0338
41a057757b05,172,124,48,0,0.27906976744186046,0.7209302325581395,0,0.0,0.0
41cb4989ff5f,30,18,12,0,0.4,0.6,0,0.0,10.5057
41d7b7080bd5,150,91,23,36,0.15333333333333332,0.6066666666666667,0,0.0,58.3359
41da5a69cd94,233,153,48,32,0.20600858369098712,0.6566523605150214,8,8.9661,73.1033
41eabdf6d7f3,171,124,47,0,0.27485380116959063,0.7251461988304093,12,10.7971,80.3482
4203ec2a8c71,159,106,53,0,0.3333333333333333,0.6666666666666666,0,0.0,0.0
42045280ad96,159,88,11,60,0.06918238993710692,0.5534591194968553,1,1.4359,72.2092
421f3a986df6,67,47,20,0,0.29850746268656714,0.7014925373134329,3,10.6628,73.2864
424695a28868,76,57,19,0,0.25,0.75,6,6.5536,50.9903
42482ed25f90,206,153,41,12,0.19902912621359223,0.7427184466019418,11,8.5709,37.6572
425d3b83fe47,205,145,60,0,0.2926829268292683,0.7073170731707317,0,0.0,50.6317
4271f838ba2f,309,236,73,0,0.23624595469255663,0.7637540453074434,26,14.7003,96.5225
4274afab5a0d,235,181,54,0,0.2297872340425532,0.7702127659574468,26,11.6074,67.1005
427f804eef0c,79,57,22,0,0.27848101265822783,0.7215189873417721,0,0.0,0.0
428f0c9a110c,175,119,42,14,0.24,0.68,12,8.4259,64.5752
42bdc13df1e2,123,94,29,0,0.23577235772357724,0.7642276422764228,0,0.0,82.4722
42c0d2324381,263,198,57,8,0.21673003802281368,0.752851711026616,9,14.8499,80.3513
42c97dfa8a8d,176,127,49,0,0.2784090909090909,0.7215909090909091,2,9.0897,78.0396
42cb31b9fc4d,288,210,78,0,0.2708333333333333,0.7291666666666666,3,9.1766,60.3378
42cb627feece,117,87,30,0,0.2564102564102564,0.7435897435897436,0,0.0,0.0
430d7fb12afa,166,124,42,0,0.25301204819277107,0.7469879518072289,10,11.7844,71.3531
431054766be0,164,115,42,7,0.25609756097560976,0.7012195121951219,10,12.4298,78.6331
43111f9c3a9a,187,122,35,30,0.18716577540106952,0.6524064171122995,7,15.0101,58.9203
4318a5e57728,248,205,43,0,0.17338709677419356,0.8266129032258065,2,1.9485,44.3283
43276423852d,201,140,42,16,0.208955223880597,0.6965174129353234,7,10.0571,57.1518
432abc4bb7e9,129,89,40,0,0.31007751937984496,0.689922480620155,2,14.0823,64.4592
433a1eea85c4,100,72,28,0,0.28,0.72,0,0.0,0.0
4351d8299a77,229,157,69,3,0.30131004366812225,0.6855895196506551,0,0.0,0.0
435661930d09,121,88,29,4,0.2396694214876033,0.7272727272727273,0,0.0,0.0
435f5526bfee,190,148,41,1,0.21578947368421053,0.7789473684210526,16,11.0397,75.7065
436b91d1faa3,188,148,37,3,0.19680851063829788,0.7872340425531915,7,11.882,60.9406
436fe677570d,107,76,30,1,0.2803738317757009,0.7102803738317757,0,0.0,0.0
436fff2e0e75,217,153,51,13,0.2350230414746544,0.7050691244239631,10,3.7109,51.8066
4393d46b83d4,223,166,54,3,0.242152466367713,0.7443946188340808,0,0.0,0.0
439d66d2d3cb,195,151,34,10,0.17435897435897435,0.7743589743589744,6,6.1584,68.161
43b6a97c91c4,56,36,20,0,0.35714285714285715,0.6428571428571429,0,0.0,21.196
43c2e485e4b5,140,80,26,34,0.18571428571428572,0.5714285714285714,1,1.1032,46.8323
43dd1d762afa,130,50,20,60,0.15384615384615385,0.38461538461538464,1,2.2018,66.5726
43f1934ed582,116,72,16,28,0.13793103448275862,0.6206896551724138,0,0.0,9.2056
43f7943591b6,72,46,26,0,0.3611111111111111,0.6388888888888888,0,0.0,0.0
43fb03bd110f,193,143,39,11,0.20207253886010362,0.7409326424870466,0,0.0,86.9415
441265c6b459,187,147,40,0,0.21390374331550802,0.786096256684492,12,12.1613,65.8035
441b527337da,164,112,48,4,0.2926829268292683,0.6829268292682927,6,8.7646,70.4651
44350cd9c0b4,161,118,43,0,0.2670807453416149,0.7329192546583851,0,0.0,0.0
4444987df780,228,184,27,17,0.11842105263157894,0.8070175438596491,3,4.6204,46.1731
446664c5c154,131,86,17,28,0.1297709923664122,0.6564885496183206,4,2.4857,63.6322
4466722a9c57,223,161,51,11,0.22869955156950672,0.7219730941704036,11,13.121,60.2127
447ceabf87de,179,136,39,4,0.21787709497206703,0.7597765363128491,12,14.8239,55.1971
44a0e59d540e,98,71,27,0,0.2755102040816326,0.7244897959183674,16,16.362,87.3245
44a18e239f83,73,52,21,0,0.2876712328767123,0.7123287671232876,9,15.6708,62.6541
44bd92639cb3,165,135,29,1,0.17575757575757575,0.8181818181818182,5,5.6824,92.4225
44dc73a9af8c,245,171,74,0,0.3020408163265306,0.6979591836734694,2,7.3868,60.0967
44f155535357,231,151,30,50,0.12987012987012986,0.6536796536796536,1,3.3585,68.5715
44f20df33112,144,120,18,6,0.125,0.8333333333333334,9,8.7799,67.7139
44fe9866a8fb,132,90,35,7,0.26515151515151514,0.6818181818181818,5,5.0781,44.2719
4502c2c9c9c1,24,17,7,0,0.2916666666666667,0.7083333333333334,0,0.0,0.0
450f03b3f86c,177,130,47,0,0.2655367231638418,0.7344632768361582,33,18.4601,92.4026
4517c109e23c,191,133,52,6,0.27225130890052357,0.6963350785340314,0,0.0,14.5432
451b173c2c31,215,153,60,2,0.27906976744186046,0.7116279069767442,0,0.0,8.6578
4520cef8cba7,211,144,66,1,0.3127962085308057,0.6824644549763034,13,8.4473,62.3566
4529b5561661,127,100,25,2,0.1968503937007874,0.7874015748031497,5,9.1583,70.6726
452eca104841,152,96,22,34,0.14473684210526316,0.631578947368421,3,5.5374,67.6102
45536830c0c4,209,171,29,9,0.13875598086124402,0.8181818181818182,6,7.9651,68.3884
4556ea2541ab,196,140,54,2,0.2755102040816326,0.7142857142857143,1,1.9836,32.8156
45910500e405,215,165,50,0,0.23255813953488372,0.7674418604651163,7,9.3704,61.1267
4599ff734c6e,140,111,29,0,0.20714285714285716,0.7928571428571428,0,0.0,0.0
45b107368018,104,70,34,0,0.3269230769230769,0.6730769230769231,3,3.5553,43.2953
45b722a9c968,268,208,50,10,0.1865671641791045,0.7761194029850746,0,0.0,27.4124
45b99a45cfda,164,129,34,1,0.2073170731707317,0.7865853658536586,0,0.0,74.4431
45bc46a31180,240,191,46,3,0.19166666666666668,0.7958333333333333,26,16.4398,76.5686
45d0ddf0aeb9,88,66,22,0,0.25,0.75,2,6.3309,43.9423
45e58b0ddd95,104,64,39,1,0.375,0.6153846153846154,5,3.6255,35.5209
45e754f2ea20,60,39,21,0,0.35,0.65,2,3.1677,38.1607
4600b8e6025b,163,125,38,0,0.2331288343558282,0.7668711656441718,17,9.5993,80.5603
4607eab3c100,60,45,15,0,0.25,0.75,0,0.0,0.0
46139ecde6bc,188,146,42,0,0.22340425531914893,0.776595744680851,11,8.9783,71.8872
4621bcbbece5,138,103,35,0,0.2536231884057971,0.7463768115942029,3,10.7193,53.6728
462839866ad2,134,102,32,0,0.23880597014925373,0.7611940298507462,15,13.15,72.1634
462d4231224f,186,150,33,3,0.1774193548387097,0.8064516129032258,2,4.6097,62.059
4639b28cdc12,254,194,59,0,0.23228346456692914,0.7637795275590551,18,17.8635,81.604
463b0017e84c,110,71,39,0,0.35454545454545455,0.6454545454545455,0,0.0,0.0
4648da3952ca,163,128,34,1,0.2085889570552147,0.7852760736196319,24,8.5266,79.8996
464d35ac0644,184,142,42,0,0.22826086956521738,0.7717391304347826,21,14.7659,58.1833
464f8dbd8b90,239,159,37,43,0.15481171548117154,0.6652719665271967,2,1.915,50.8606
466a84e8d138,62,40,22,0,0.3548387096774194,0.6451612903225806,0,0.0,21.1426
4674372bd1be,114,77,37,0,0.32456140350877194,0.6754385964912281,24,12.5916,78.8376
46746de2fa12,370,277,93,0,0.25135135135135134,0.7486486486486487,9,12.9532,61.0901
467e6dae0cb2,52,37,15,0,0.28846153846153844,0.7115384615384616,8,15.683,93.3441
467f8386fb72,134,94,36,4,0.26865671641791045,0.7014925373134329,0,0.0,0.0
4695453e7447,194,139,28,27,0.14432989690721648,0.7164948453608248,13,13.475,85.3561
46ba7e08ffab,160,106,54,0,0.3375,0.6625,12,10.1685,86.1313
46d067b212c4,119,82,37,0,0.31092436974789917,0.6890756302521008,4,6.8497,45.6543
46de8984e737,267,207,55,5,0.20599250936329588,0.7752808988764045,8,8.6609,43.9636
46f1c6a77e6d,99,73,18,8,0.18181818181818182,0.7373737373737373,0,0.0,0.0
46f767c8c766,203,141,60,2,0.2955665024630542,0.6945812807881774,0,0.0,0.0
470af261bcc4,211,145,66,0,0.3127962085308057,0.6872037914691943,20,13.7436,85.5637
4721d191d9f8,215,161,54,0,0.25116279069767444,0.7488372093023256,22,20.5505,94.7601
473af71fb330,160,125,35,0,0.21875,0.78125,9,6.8146,57.5241
4747cb458c0e,81,59,22,0,0.2716049382716049,0.7283950617283951,4,10.0479,43.0496
474f496f367f,188,147,41,0,0.21808510638297873,0.7819148936170213,4,2.7069,61.8011
4758f0c0f3fb,272,176,48,48,0.17647058823529413,0.6470588235294118,4,3.3051,83.316
476f0dfb144a,68,38,29,1,0.4264705882352941,0.5588235294117647,0,0.0,28.6407
47791bc4ed9a,251,139,20,92,0.0796812749003984,0.5537848605577689,0,0.0,43.2312
478261713d53,76,57,19,0,0.25,0.75,6,14.3036,51.9608
479200a381fe,138,103,35,0,0.2536231884057971,0.7463768115942029,5,5.0232,56.366
479c67e60b43,218,173,42,3,0.1926605504587156,0.7935779816513762,17,15.8859,82.1243
479e2541da74,197,136,58,0,0.29441624365482233,0.6903553299492385,18,8.9798,63.4903
47d2d79be7e6,103,81,22,0,0.21359223300970873,0.7864077669902912,3,13.7268,88.6032
47de9353032a,225,156,69,0,0.30666666666666664,0.6933333333333334,0,0.0,0.0
47ebeac86bb4,145,93,16,36,0.1103448275862069,0.6413793103448275,0,0.0,55.4825
47f34de87395,154,118,32,4,0.2077922077922078,0.7662337662337663,13,9.2926,55.4153
47f750f4872b,175,129,46,0,0.26285714285714284,0.7371428571428571,16,15.831,82.8552
4800ba489b63,192,146,46,0,0.23958333333333334,0.7604166666666666,20,14.6225,82.3944
480dc522c58d,144,110,28,6,0.19444444444444445,0.7638888888888888,4,15.0482,85.1776
48176351db9e,114,80,34,0,0.2982456140350877,0.7017543859649122,0,0.0,0.0
48440a60d18a,34,14,0,20,0.0,0.4117647058823529,0,0.0,41.3879
4848dd56a8f4,136,113,23,0,0.16911764705882354,0.8308823529411765,0,0.0,69.78
4859aea02180,262,207,55,0,0.2099236641221374,0.7900763358778626,24,14.4165,75.2365
4867b2a03024,92,62,30,0,0.32608695652173914,0.6739130434782609,4,8.0551,46.1441
487ca72fd110,169,119,43,6,0.25443786982248523,0.7041420118343196,4,9.9289,65.0421
487dd5dc98d2,253,204,49,0,0.19367588932806323,0.8063241106719368,17,13.2324,76.3016
48896f2b866e,170,126,35,9,0.20588235294117646,0.7411764705882353,8,6.1554,74.5941
4889d1102ccc,36,10,2,24,0.05555555555555555,0.2777777777777778,1,4.3747,56.2546
48978e6f6ae7,67,34,33,0,0.4925373134328358,0.5074626865671642,7,7.5531,47.4152
48a55edac048,181,125,16,40,0.08839779005524862,0.6906077348066298,0,0.0,0.0
48ace73483c3,205,158,47,0,0.22926829268292684,0.7707317073170732,2,1.4404,31.4224
48b90b806560,89,62,27,0,0.30337078651685395,0.6966292134831461,0,0.0,0.0
48df3ca910d3,109,71,38,0,0.3486238532110092,0.6513761467889908,13,13.266,74.6948
490417dca347,175,116,27,32,0.15428571428571428,0.6628571428571428,0,0.0,0.0
49133c1015b7,158,124,34,0,0.21518987341772153,0.7848101265822784,8,17.189,51.4771
492bf65046ad,232,170,62,0,0.2672413793103448,0.7327586206896551,0,0.0,0.0
494a1bf06ff0,181,138,43,0,0.23756906077348067,0.7624309392265194,0,0.0,0.0
495141a4b5d6,217,173,44,0,0.20276497695852536,0.7972350230414746,6,13.475,75.1633
4953f5a81304,228,165,63,0,0.27631578947368424,0.7236842105263158,16,13.7527,62.6755
4968e5f9e8c2,124,92,32,0,0.25806451612903225,0.7419354838709677,0,0.0,0.0
49764620319a,185,129,29,27,0.15675675675675677,0.6972972972972973,3,4.7592,50.9506
497813868ecc,108,76,32,0,0.2962962962962963,0.7037037037037037,6,14.9963,67.0197
497cc4009e9a,233,174,57,2,0.2446351931330472,0.7467811158798283,0,0.0,0.0
497e1c975564,208,161,47,0,0.22596153846153846,0.7740384615384616,10,8.4534,67.6071
498406f8f2e0,223,172,28,23,0.12556053811659193,0.7713004484304933,0,0.0,0.0
4989c79e165c,183,129,54,0,0.29508196721311475,0.7049180327868853,6,9.3918,63.8916
4996dee45b98,75,50,25,0,0.3333333333333333,0.6666666666666666,0,0.0,0.0
49a0c86e2a38,126,92,34,0,0.2698412698412698,0.7301587301587301,0,0.0,0.0
49a2ed9b6af2,40,28,12,0,0.3,0.7,8,12.6801,91.1758
49adfe9cc766,168,138,30,0,0.17857142857142858,0.8214285714285714,10,10.498,66.2109
49b4a94bd361,121,92,20,9,0.1652892561983471,0.7603305785123967,1,1.6632,73.2254
49cf4320931e,166,121,45,0,0.2710843373493976,0.7289156626506024,11,7.4432,65.5914
49db2dc6d2b8,118,82,23,13,0.19491525423728814,0.6949152542372882,1,5.481,61.0794
49db41e32936,175,118,34,23,0.19428571428571428,0.6742857142857143,0,0.0,0.0
49f730814453,152,101,51,0,0.3355263157894737,0.6644736842105263,0,0.0,0.0
4a17b334e64a,232,150,76,6,0.3275862068965517,0.646551724137931,8,12.085,68.7912
4a2aec11bc2d,146,102,42,2,0.2876712328767123,0.6986301369863014,0,0.0,0.0
4a3e6e77b42a,239,118,46,75,0.19246861924686193,0.49372384937238495,14,12.0453,69.1269
4a40f41b4f18,135,103,32,0,0.23703703703703705,0.762962962962963,8,9.5947,73.6832
4a445aac57bd,158,116,36,6,0.22784810126582278,0.7341772151898734,15,9.3475,75.9735
4a617782fe5e,194,156,38,0,0.1958762886597938,0.8041237113402062,13,15.9363,76.7868
4a7a70d00251,234,172,35,27,0.14957264957264957,0.7350427350427351,0,0.0,0.0
4aac539cdb13,189,127,61,1,0.32275132275132273,0.671957671957672,0,0.0,0.0
4aae2215d4d4,153,123,30,0,0.19607843137254902,0.803921568627451,17,10.849,66.8762
4ab8281e038c,121,84,37,0,0.30578512396694213,0.6942148760330579,5,4.3823,62.5748
4abd945d8f46,242,126,15,101,0.06198347107438017,0.5206611570247934,0,0.0,35.2234
4abf4f8b4b77,175,134,38,3,0.21714285714285714,0.7657142857142857,0,0.0,27.4155
4ada62a4e80e,171,125,42,4,0.24561403508771928,0.7309941520467836,0,0.0,0.0
4b0ef01c012a,42,27,15,0,0.35714285714285715,0.6428571428571429,1,1.2863,89.3539
4b2af68b112c,194,147,47,0,0.2422680412371134,0.7577319587628866,17,9.8434,68.7302
4b3f9fe89534,253,171,50,32,0.1976284584980237,0.6758893280632411,22,13.5666,73.2498
4b6bda9f84d5,157,115,42,0,0.267515923566879,0.732484076433121,7,8.1818,48.8556
4b6ed79396ad,197,158,39,0,0.19796954314720813,0.8020304568527918,14,15.0314,64.1464
4b7e051415b1,194,134,47,13,0.2422680412371134,0.6907216494845361,20,15.3244,67.2501
4b9636cb1e3f,185,137,48,0,0.2594594594594595,0.7405405405405405,0,0.0,0.0
4b992f28f2ad,203,146,57,0,0.28078817733990147,0.7192118226600985,0,0.0,0.0
4b9990a038b7,60,41,19,0,0.31666666666666665,0.6833333333333333,0,0.0,0.0
4ba2c9a9103b,221,169,52,0,0.23529411764705882,0.7647058823529411,0,0.0,0.0
4ba91dfdc9e3,199,166,33,0,0.1658291457286432,0.8341708542713567,14,7.3959,58.7723
4bb4bbbd6dec,295,227,65,3,0.22033898305084745,0.7694915254237288,10,5.0476,44.313
4bc5aa61ba3f,155,108,47,0,0.3032258064516129,0.6967741935483871,7,9.7672,52.7725
