ts,event,epoch,n_slides,host_rss_gb,cuda_alloc_gb,cuda_peak_gb,cuda_reserved_gb
2026-08-05 04:20:18,train_slide,29,180,5.9353,4.0534,29.1106,38.5918
2026-08-05 04:22:00,train_slide,29,184,5.9353,4.0466,29.1106,38.5918
2026-08-05 04:23:44,train_slide,29,188,5.9353,4.0404,29.1106,38.5918
2026-08-05 04:25:26,train_slide,29,192,5.9353,4.0462,29.1106,38.5918
2026-08-05 04:27:16,train_slide,29,196,5.9353,4.0540,29.1106,38.5918
2026-08-05 04:28:56,train_slide,29,200,5.9353,4.0473,29.1106,38.5918
2026-08-05 04:30:35,train_slide,29,204,5.9353,4.0405,29.1106,38.5918
2026-08-05 04:32:19,train_slide,29,208,5.9353,4.0475,29.1106,38.5918
2026-08-05 04:34:09,train_slide,29,212,5.9353,4.0539,29.1106,38.5918
2026-08-05 04:35:46,train_slide,29,216,5.9353,4.0409,29.1106,38.5918
2026-08-05 04:37:26,train_slide,29,220,5.9353,4.0534,29.1106,38.5918
2026-08-05 04:39:02,train_slide,29,224,5.9353,4.0421,29.1106,38.5918
2026-08-05 04:40:42,train_slide,29,228,5.9353,4.0413,29.1106,38.5918
2026-08-05 04:42:21,train_slide,29,232,5.9353,3.8033,29.1106,38.5918
2026-08-05 04:44:02,train_slide,29,236,5.9353,4.0420,29.1106,38.5918
2026-08-05 04:45:45,train_slide,29,240,5.9353,4.0526,29.1106,38.5918
2026-08-05 04:47:36,train_slide,29,244,5.9353,4.0485,29.1106,38.5918
2026-08-05 04:49:13,train_slide,29,248,5.9353,3.9196,29.1106,38.5918
2026-08-05 04:50:53,train_slide,29,252,5.9353,4.0474,29.1106,38.5918
2026-08-05 04:52:35,train_slide,29,256,5.9353,4.0541,29.1106,38.5918
2026-08-05 04:52:44,val_start,29,256,5.9353,4.0541,29.1106,38.5918
2026-08-05 05:05:27,val_end,29,256,5.9353,4.0541,29.1106,38.5918
2026-08-05 05:07:14,train_slide,30,4,5.9353,4.0418,29.1106,38.5918
2026-08-05 05:08:54,train_slide,30,8,5.9353,4.0127,29.1106,38.5918
2026-08-05 05:10:34,train_slide,30,12,5.9353,4.0532,29.1106,38.5918
2026-08-05 05:12:14,train_slide,30,16,5.9353,4.0412,29.1106,38.5918
2026-08-05 05:13:59,train_slide,30,20,5.9353,4.0541,29.1106,38.5918
2026-08-05 05:15:33,train_slide,30,24,5.9353,4.0531,29.1106,38.5918
2026-08-05 05:17:14,train_slide,30,28,5.9353,4.0420,29.1106,38.5918
2026-08-05 05:18:54,train_slide,30,32,5.9353,4.0415,29.1106,38.5918
2026-08-05 05:20:38,train_slide,30,36,5.9353,4.0531,29.1106,38.5918
2026-08-05 05:22:09,train_slide,30,40,5.9353,3.8727,29.1106,38.5918
2026-08-05 05:23:48,train_slide,30,44,5.9353,4.0425,29.1106,38.5918
2026-08-05 05:25:27,train_slide,30,48,5.9353,4.0539,29.1106,38.5918
2026-08-05 05:27:09,train_slide,30,52,5.9353,4.0417,29.1106,38.5918
2026-08-05 05:28:43,train_slide,30,56,5.9353,4.0420,29.1106,38.5918
2026-08-05 05:30:24,train_slide,30,60,5.9353,4.0538,29.1106,38.5918
2026-08-05 05:32:04,train_slide,30,64,5.9353,4.0526,29.1106,38.5918
2026-08-05 05:33:47,train_slide,30,68,5.9353,4.0475,29.1106,38.5918
2026-08-05 05:35:24,train_slide,30,72,5.9353,3.7549,29.1106,38.5918
2026-08-05 05:37:00,train_slide,30,76,5.9353,4.0472,29.1106,38.5918
2026-08-05 05:38:35,train_slide,30,80,5.9353,4.0535,29.1106,38.5918
2026-08-05 05:40:25,train_slide,30,84,5.9353,4.0416,29.1106,38.5918
2026-08-05 05:41:53,train_slide,30,88,5.9353,4.0484,29.1106,38.5918
2026-08-05 05:43:22,train_slide,30,92,5.9353,4.0475,29.1106,38.5918
2026-08-05 05:44:53,train_slide,30,96,5.9353,3.8722,29.1106,38.5918
2026-08-05 05:46:37,train_slide,30,100,5.9353,3.9183,29.1106,38.5918
2026-08-05 05:48:16,train_slide,30,104,5.9353,4.0541,29.1106,38.5918
2026-08-05 05:49:57,train_slide,30,108,5.9353,3.8530,29.1106,38.5918
2026-08-05 05:51:34,train_slide,30,112,5.9353,4.0534,29.1106,38.5918
2026-08-05 05:53:20,train_slide,30,116,5.9353,3.7319,29.1106,38.5918
2026-08-05 05:54:54,train_slide,30,120,5.9353,4.0420,29.1106,38.5918
2026-08-05 05:56:35,train_slide,30,124,5.9353,4.0409,29.1106,38.5918
2026-08-05 05:58:16,train_slide,30,128,5.9353,4.0414,29.1106,38.5918
2026-08-05 06:00:01,train_slide,30,132,5.9353,4.0537,29.1106,38.5918
2026-08-05 06:01:34,train_slide,30,136,5.9353,4.0404,29.1106,38.5918
2026-08-05 06:03:11,train_slide,30,140,5.9353,4.0529,29.1106,38.5918
2026-08-05 06:04:48,train_slide,30,144,5.9353,4.0430,29.1106,38.5918
2026-08-05 06:06:37,train_slide,30,148,5.9353,4.0532,29.1106,38.5918
2026-08-05 06:08:15,train_slide,30,152,5.9353,4.0423,29.1106,38.5918
2026-08-05 06:09:55,train_slide,30,156,5.9353,4.0541,29.1106,38.5918
2026-08-05 06:11:35,train_slide,30,160,5.9353,4.0477,29.1106,38.5918
2026-08-05 06:13:24,train_slide,30,164,5.9353,4.0474,29.1106,38.5918
2026-08-05 06:15:04,train_slide,30,168,5.9353,4.0480,29.1106,38.5918
2026-08-05 06:16:45,train_slide,30,172,5.9353,4.0522,29.1106,38.5918
2026-08-05 06:18:22,train_slide,30,176,5.9353,4.0535,29.1106,38.5918
2026-08-05 06:20:11,train_slide,30,180,5.9353,4.0479,29.1106,38.5918
2026-08-05 06:21:47,train_slide,30,184,5.9353,3.8175,29.1106,38.5918
2026-08-05 06:23:17,train_slide,30,188,5.9353,4.0414,29.1106,38.5918
2026-08-05 06:24:57,train_slide,30,192,5.9353,4.0417,29.1106,38.5918
2026-08-05 06:26:41,train_slide,30,196,5.9353,4.0413,29.1106,38.5918
2026-08-05 06:28:21,train_slide,30,200,5.9353,4.0544,29.1106,38.5918
2026-08-05 06:29:54,train_slide,30,204,5.9353,4.0425,29.1106,38.5918
2026-08-05 06:31:24,train_slide,30,208,5.9353,4.0493,29.1106,38.5918
2026-08-05 06:33:14,train_slide,30,212,5.9353,4.0414,29.1106,38.5918
2026-08-05 06:34:46,train_slide,30,216,5.9353,3.9959,29.1106,38.5918
2026-08-05 06:36:24,train_slide,30,220,5.9353,3.8536,29.1106,38.5918
2026-08-05 06:38:01,train_slide,30,224,5.9353,4.0480,29.1106,38.5918
2026-08-05 06:39:45,train_slide,30,228,5.9353,4.0539,29.1106,38.5918
2026-08-05 06:41:19,train_slide,30,232,5.9353,4.0531,29.1106,38.5918
2026-08-05 06:42:55,train_slide,30,236,5.9353,3.7848,29.1106,38.5918
2026-08-05 06:44:36,train_slide,30,240,5.9353,4.0538,29.1106,38.5918
2026-08-05 06:46:21,train_slide,30,244,5.9353,4.0531,29.1106,38.5918
2026-08-05 06:48:02,train_slide,30,248,5.9353,4.0425,29.1106,38.5918
2026-08-05 06:49:38,train_slide,30,252,5.9353,3.8431,29.1106,38.5918
2026-08-05 06:51:19,train_slide,30,256,5.9353,3.8024,29.1106,38.5918
2026-08-05 06:51:28,val_start,30,256,5.9353,3.8024,29.1106,38.5918
2026-08-05 07:03:27,val_end,30,256,5.9353,3.8024,29.1106,38.5918
2026-08-05 07:05:26,train_slide,31,4,5.9353,3.8034,29.1106,38.5918
2026-08-05 07:07:06,train_slide,31,8,5.9353,4.0473,29.1106,38.5918
2026-08-05 07:08:47,train_slide,31,12,5.9353,4.0542,29.1106,38.5918
2026-08-05 07:10:26,train_slide,31,16,5.9353,4.0542,29.1106,38.5918
2026-08-05 07:12:08,train_slide,31,20,5.9353,4.0555,29.1106,38.5918
2026-08-05 07:13:45,train_slide,31,24,5.9353,3.8254,29.1106,38.5918
2026-08-05 07:15:26,train_slide,31,28,5.9353,4.0474,29.1106,38.5918
2026-08-05 07:17:00,train_slide,31,32,5.9353,4.0490,29.1106,38.5918
2026-08-05 07:18:43,train_slide,31,36,5.9353,3.9963,29.1106,38.5918
2026-08-05 07:20:21,train_slide,31,40,5.9353,4.0543,29.1106,38.5918
2026-08-05 07:21:58,train_slide,31,44,5.9353,4.0423,29.1106,38.5918
2026-08-05 07:23:35,train_slide,31,48,5.9353,4.0531,29.1106,38.5918
2026-08-05 07:25:24,train_slide,31,52,5.9353,4.0529,29.1106,38.5918
2026-08-05 07:27:00,train_slide,31,56,5.9353,4.0425,29.1106,38.5918
2026-08-05 07:28:31,train_slide,31,60,5.9353,4.0425,29.1106,38.5918
2026-08-05 07:30:03,train_slide,31,64,5.9353,3.9889,29.1106,38.5918
2026-08-05 07:31:47,train_slide,31,68,5.9353,4.0552,29.1106,38.5918
2026-08-05 07:33:28,train_slide,31,72,5.9353,4.0484,29.1106,38.5918
2026-08-05 07:34:56,train_slide,31,76,5.9353,4.0422,29.1106,38.5918
2026-08-05 07:36:35,train_slide,31,80,5.9353,4.0435,29.1106,38.5918
2026-08-05 07:38:23,train_slide,31,84,5.9353,4.0424,29.1106,38.5918
2026-08-05 07:39:59,train_slide,31,88,5.9353,4.0424,29.1106,38.5918
2026-08-05 07:41:40,train_slide,31,92,5.9353,4.0425,29.1106,38.5918
2026-08-05 07:43:12,train_slide,31,96,5.9353,4.0488,29.1106,38.5918
2026-08-05 07:45:01,train_slide,31,100,5.9353,4.0551,29.1106,38.5918
2026-08-05 07:46:36,train_slide,31,104,5.9353,4.0484,29.1106,38.5918
2026-08-05 07:48:16,train_slide,31,108,5.9353,4.0544,29.1106,38.5918
2026-08-05 07:49:57,train_slide,31,112,5.9353,4.0424,29.1106,38.5918
2026-08-05 07:51:39,train_slide,31,116,5.9353,4.0490,29.1106,38.5918
2026-08-05 07:53:14,train_slide,31,120,5.9353,4.0552,29.1106,38.5918
2026-08-05 07:54:49,train_slide,31,124,5.9353,4.0542,29.1106,38.5918
2026-08-05 07:56:25,train_slide,31,128,5.9353,4.0557,29.1106,38.5918
2026-08-05 07:58:10,train_slide,31,132,5.9353,4.0414,29.1106,38.5918
2026-08-05 07:59:46,train_slide,31,136,5.9353,3.9258,29.1106,38.5918
