image_id,x,y,dominant_class,pixel_counts_per_class
49ad3b1fca450036f56b4844f178b837,2560,12800,1,"{""0"": 6492, ""1"": 254456, ""2"": 1196, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3072,12800,1,"{""0"": 0, ""1"": 262028, ""2"": 116, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3584,12800,1,"{""0"": 0, ""1"": 260256, ""2"": 1888, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4096,12800,1,"{""0"": 0, ""1"": 262028, ""2"": 116, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4608,12800,1,"{""0"": 0, ""1"": 262144, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5120,12800,1,"{""0"": 0, ""1"": 256492, ""2"": 488, ""3"": 5164, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5632,12800,1,"{""0"": 0, ""1"": 212492, ""2"": 5128, ""3"": 44524, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6144,12800,1,"{""0"": 0, ""1"": 207668, ""2"": 54476, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6656,12800,1,"{""0"": 0, ""1"": 160360, ""2"": 97560, ""3"": 4224, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,7168,12800,1,"{""0"": 28292, ""1"": 157720, ""2"": 73692, ""3"": 2440, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,7680,12800,0,"{""0"": 233984, ""1"": 24356, ""2"": 3804, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,2560,13312,0,"{""0"": 143276, ""1"": 118868, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3072,13312,1,"{""0"": 44048, ""1"": 213092, ""2"": 5004, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3584,13312,1,"{""0"": 5276, ""1"": 255392, ""2"": 1476, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4096,13312,1,"{""0"": 0, ""1"": 262144, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4608,13312,1,"{""0"": 0, ""1"": 262144, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5120,13312,1,"{""0"": 0, ""1"": 262144, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5632,13312,1,"{""0"": 0, ""1"": 262144, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6144,13312,1,"{""0"": 0, ""1"": 230516, ""2"": 31628, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6656,13312,1,"{""0"": 0, ""1"": 170780, ""2"": 91364, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,7168,13312,1,"{""0"": 0, ""1"": 200940, ""2"": 61204, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,7680,13312,1,"{""0"": 107892, ""1"": 142672, ""2"": 11580, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3072,13824,0,"{""0"": 261776, ""1"": 368, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,3584,13824,0,"{""0"": 169696, ""1"": 92448, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4096,13824,1,"{""0"": 101840, ""1"": 160304, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,4608,13824,1,"{""0"": 83388, ""1"": 178756, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5120,13824,1,"{""0"": 4404, ""1"": 257544, ""2"": 196, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5632,13824,1,"{""0"": 468, ""1"": 260780, ""2"": 896, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6144,13824,1,"{""0"": 0, ""1"": 260748, ""2"": 1396, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6656,13824,1,"{""0"": 0, ""1"": 177160, ""2"": 23220, ""3"": 61764, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,7168,13824,1,"{""0"": 0, ""1"": 197600, ""2"": 22052, ""3"": 42492, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,7680,13824,1,"{""0"": 95688, ""1"": 124388, ""2"": 42068, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5120,14336,0,"{""0"": 256524, ""1"": 5620, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5632,14336,0,"{""0"": 144624, ""1"": 117520, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6144,14336,1,"{""0"": 0, ""1"": 260100, ""2"": 2044, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6656,14336,1,"{""0"": 0, ""1"": 207956, ""2"": 51416, ""3"": 2772, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,7168,14336,1,"{""0"": 0, ""1"": 173428, ""2"": 70364, ""3"": 18352, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,7680,14336,0,"{""0"": 171792, ""1"": 77348, ""2"": 13004, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,5632,14848,0,"{""0"": 244628, ""1"": 17516, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6144,14848,0,"{""0"": 157848, ""1"": 104296, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,6656,14848,0,"{""0"": 135848, ""1"": 123232, ""2"": 3064, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,7168,14848,0,"{""0"": 153656, ""1"": 96012, ""2"": 12476, ""3"": 0, ""4"": 0, ""5"": 0}"
49ad3b1fca450036f56b4844f178b837,7680,14848,0,"{""0"": 261716, ""1"": 428, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,5632,0,0,"{""0"": 229728, ""1"": 32128, ""2"": 288, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,6144,0,0,"{""0"": 156480, ""1"": 104128, ""2"": 1536, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,6656,0,0,"{""0"": 202664, ""1"": 59480, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,7168,0,0,"{""0"": 260600, ""1"": 1544, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,7680,0,0,"{""0"": 262068, ""1"": 76, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,8192,0,0,"{""0"": 256280, ""1"": 5864, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,8704,0,0,"{""0"": 256784, ""1"": 5360, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,9216,0,0,"{""0"": 260336, ""1"": 1808, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,5120,512,0,"{""0"": 231000, ""1"": 31144, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,5632,512,1,"{""0"": 4684, ""1"": 215456, ""2"": 42004, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,6144,512,1,"{""0"": 0, ""1"": 239488, ""2"": 22656, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,6656,512,1,"{""0"": 0, ""1"": 262144, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,7168,512,1,"{""0"": 24544, ""1"": 235580, ""2"": 2020, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,7680,512,1,"{""0"": 26148, ""1"": 235836, ""2"": 160, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,8192,512,1,"{""0"": 3296, ""1"": 240976, ""2"": 17872, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,8704,512,1,"{""0"": 15752, ""1"": 246392, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,9216,512,1,"{""0"": 68544, ""1"": 193144, ""2"": 456, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,9728,512,1,"{""0"": 108088, ""1"": 154056, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,10240,512,0,"{""0"": 169308, ""1"": 92836, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,10752,512,0,"{""0"": 218360, ""1"": 43784, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,11264,512,0,"{""0"": 243840, ""1"": 18304, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,11776,512,0,"{""0"": 259748, ""1"": 2396, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,12288,512,0,"{""0"": 261756, ""1"": 388, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,12800,512,0,"{""0"": 217744, ""1"": 40864, ""2"": 3536, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,13312,512,0,"{""0"": 171944, ""1"": 77488, ""2"": 12712, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,13824,512,0,"{""0"": 260204, ""1"": 1940, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,14848,512,0,"{""0"": 224736, ""1"": 28016, ""2"": 9392, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,15360,512,0,"{""0"": 260320, ""1"": 1824, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,0,1024,0,"{""0"": 255144, ""1"": 4564, ""2"": 2436, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,512,1024,0,"{""0"": 242584, ""1"": 19284, ""2"": 276, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,1024,1024,0,"{""0"": 261752, ""1"": 392, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,1536,1024,0,"{""0"": 165476, ""1"": 94996, ""2"": 1672, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,2048,1024,0,"{""0"": 225740, ""1"": 36404, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,2560,1024,0,"{""0"": 227984, ""1"": 34160, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,3072,1024,0,"{""0"": 172824, ""1"": 81888, ""2"": 0, ""3"": 0, ""4"": 7432, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,3584,1024,0,"{""0"": 135244, ""1"": 91804, ""2"": 0, ""3"": 0, ""4"": 35096, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,4096,1024,0,"{""0"": 199620, ""1"": 53492, ""2"": 1232, ""3"": 0, ""4"": 7800, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,5120,1024,0,"{""0"": 252200, ""1"": 9944, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,5632,1024,1,"{""0"": 21100, ""1"": 241044, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,6144,1024,1,"{""0"": 0, ""1"": 261352, ""2"": 792, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,6656,1024,1,"{""0"": 0, ""1"": 262144, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,7168,1024,1,"{""0"": 0, ""1"": 253852, ""2"": 4776, ""3"": 0, ""4"": 3516, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,7680,1024,1,"{""0"": 0, ""1"": 244400, ""2"": 1184, ""3"": 0, ""4"": 16560, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,8192,1024,1,"{""0"": 0, ""1"": 261028, ""2"": 1116, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,8704,1024,1,"{""0"": 0, ""1"": 262144, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,9216,1024,1,"{""0"": 0, ""1"": 261816, ""2"": 328, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,9728,1024,1,"{""0"": 0, ""1"": 261804, ""2"": 340, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,10240,1024,1,"{""0"": 0, ""1"": 254696, ""2"": 7448, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,10752,1024,1,"{""0"": 0, ""1"": 258764, ""2"": 3380, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,11264,1024,1,"{""0"": 3552, ""1"": 202692, ""2"": 55900, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,11776,1024,1,"{""0"": 34608, ""1"": 225976, ""2"": 0, ""3"": 80, ""4"": 1480, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,12288,1024,1,"{""0"": 16532, ""1"": 144164, ""2"": 0, ""3"": 0, ""4"": 101448, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,12800,1024,1,"{""0"": 0, ""1"": 214488, ""2"": 31496, ""3"": 0, ""4"": 16160, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,13312,1024,1,"{""0"": 0, ""1"": 133652, ""2"": 128492, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,13824,1024,1,"{""0"": 98072, ""1"": 129308, ""2"": 34764, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,14336,1024,0,"{""0"": 255448, ""1"": 6696, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,14848,1024,1,"{""0"": 3380, ""1"": 132064, ""2"": 126700, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,15360,1024,0,"{""0"": 190024, ""1"": 39664, ""2"": 32456, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,0,1536,0,"{""0"": 141144, ""1"": 118480, ""2"": 2520, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,512,1536,1,"{""0"": 10016, ""1"": 212696, ""2"": 39432, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,1024,1536,0,"{""0"": 216916, ""1"": 44740, ""2"": 488, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,1536,1536,1,"{""0"": 31868, ""1"": 202648, ""2"": 27628, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,2048,1536,1,"{""0"": 44, ""1"": 261784, ""2"": 316, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,2560,1536,1,"{""0"": 1864, ""1"": 260280, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,3072,1536,1,"{""0"": 0, ""1"": 243824, ""2"": 624, ""3"": 0, ""4"": 17696, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,3584,1536,4,"{""0"": 0, ""1"": 87312, ""2"": 0, ""3"": 0, ""4"": 174832, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,4096,1536,1,"{""0"": 18712, ""1"": 154568, ""2"": 23460, ""3"": 0, ""4"": 65404, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,5632,1536,0,"{""0"": 232592, ""1"": 29552, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,6144,1536,0,"{""0"": 192392, ""1"": 69752, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,6656,1536,0,"{""0"": 142544, ""1"": 119600, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,7168,1536,0,"{""0"": 116664, ""1"": 115056, ""2"": 26204, ""3"": 0, ""4"": 4220, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,7680,1536,1,"{""0"": 91096, ""1"": 170448, ""2"": 600, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,8192,1536,1,"{""0"": 69136, ""1"": 192152, ""2"": 856, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,8704,1536,0,"{""0"": 134152, ""1"": 121844, ""2"": 6148, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,9216,1536,0,"{""0"": 231632, ""1"": 30512, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,9728,1536,0,"{""0"": 210064, ""1"": 52080, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,10240,1536,0,"{""0"": 167500, ""1"": 94148, ""2"": 496, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,10752,1536,1,"{""0"": 63944, ""1"": 155600, ""2"": 42600, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,11264,1536,1,"{""0"": 4080, ""1"": 224424, ""2"": 33640, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,11776,1536,1,"{""0"": 0, ""1"": 260952, ""2"": 1192, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,12288,1536,4,"{""0"": 0, ""1"": 130844, ""2"": 0, ""3"": 0, ""4"": 131300, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,12800,1536,1,"{""0"": 0, ""1"": 149172, ""2"": 76, ""3"": 0, ""4"": 112896, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,13312,1536,1,"{""0"": 24184, ""1"": 164640, ""2"": 73320, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,13824,1536,0,"{""0"": 131264, ""1"": 87044, ""2"": 43836, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,14336,1536,0,"{""0"": 261908, ""1"": 236, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,14848,1536,0,"{""0"": 172764, ""1"": 49752, ""2"": 39628, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,15360,1536,0,"{""0"": 254908, ""1"": 3780, ""2"": 3456, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,0,2048,0,"{""0"": 219308, ""1"": 42836, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,512,2048,1,"{""0"": 10900, ""1"": 245016, ""2"": 6228, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,1024,2048,0,"{""0"": 223344, ""1"": 38680, ""2"": 120, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,1536,2048,0,"{""0"": 224600, ""1"": 26176, ""2"": 11368, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,2048,2048,1,"{""0"": 107544, ""1"": 151828, ""2"": 2772, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,2560,2048,1,"{""0"": 11548, ""1"": 250504, ""2"": 92, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,3072,2048,1,"{""0"": 29080, ""1"": 232960, ""2"": 0, ""3"": 0, ""4"": 104, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,3584,2048,1,"{""0"": 71672, ""1"": 134008, ""2"": 0, ""3"": 0, ""4"": 56464, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,4096,2048,0,"{""0"": 171820, ""1"": 80252, ""2"": 0, ""3"": 0, ""4"": 10072, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,11264,2048,0,"{""0"": 246268, ""1"": 15876, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,11776,2048,0,"{""0"": 166724, ""1"": 84552, ""2"": 10868, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,12288,2048,0,"{""0"": 110512, ""1"": 101180, ""2"": 4832, ""3"": 0, ""4"": 45620, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,12800,2048,0,"{""0"": 136824, ""1"": 110044, ""2"": 0, ""3"": 0, ""4"": 15276, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,13312,2048,0,"{""0"": 242240, ""1"": 19904, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,512,2560,0,"{""0"": 250828, ""1"": 11316, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
6dfc6b0ab1aa81cb550e52ca291cbb64,2560,2560,0,"{""0"": 261924, ""1"": 220, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
85924446350920fb124b657160c966d7,1024,0,0,"{""0"": 242168, ""1"": 19976, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
85924446350920fb124b657160c966d7,1536,0,0,"{""0"": 190508, ""1"": 70476, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 1160}"
85924446350920fb124b657160c966d7,2048,0,0,"{""0"": 141776, ""1"": 104740, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 15628}"
85924446350920fb124b657160c966d7,2560,0,0,"{""0"": 128300, ""1"": 67588, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 66256}"
85924446350920fb124b657160c966d7,3072,0,0,"{""0"": 127624, ""1"": 100672, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 33848}"
85924446350920fb124b657160c966d7,3584,0,0,"{""0"": 112616, ""1"": 99292, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 50236}"
85924446350920fb124b657160c966d7,4096,0,0,"{""0"": 112648, ""1"": 94592, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 54904}"
85924446350920fb124b657160c966d7,4608,0,1,"{""0"": 91976, ""1"": 128824, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 41344}"
85924446350920fb124b657160c966d7,5120,0,1,"{""0"": 120556, ""1"": 121492, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 20096}"
85924446350920fb124b657160c966d7,5632,0,0,"{""0"": 134060, ""1"": 108920, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 19164}"
85924446350920fb124b657160c966d7,6144,0,0,"{""0"": 146864, ""1"": 86248, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 29032}"
85924446350920fb124b657160c966d7,6656,0,0,"{""0"": 155400, ""1"": 94836, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 11908}"
85924446350920fb124b657160c966d7,7168,0,0,"{""0"": 163648, ""1"": 84340, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 14156}"
85924446350920fb124b657160c966d7,7680,0,0,"{""0"": 174816, ""1"": 84984, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 2344}"
85924446350920fb124b657160c966d7,8192,0,0,"{""0"": 192896, ""1"": 66700, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 2548}"
85924446350920fb124b657160c966d7,8704,0,0,"{""0"": 206208, ""1"": 54248, ""2"": 376, ""3"": 0, ""4"": 0, ""5"": 1312}"
85924446350920fb124b657160c966d7,9216,0,0,"{""0"": 202540, ""1"": 59604, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 0}"
85924446350920fb124b657160c966d7,9728,0,0,"{""0"": 182408, ""1"": 71852, ""2"": 7884, ""3"": 0, ""4"": 0, ""5"": 0}"
85924446350920fb124b657160c966d7,10240,0,0,"{""0"": 166328, ""1"": 95720, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 96}"
