id_a,id_b,cos,rank_a_to_b,rank_b_to_a,best_rank,mutual_top3,isup,split_a,split_b,cross_split,group_a,group_b,verdict
6c7c3d7b1d1fc86bcb91b75b18f67656,a4effa6d0c2e32e36e45f32f9e7e4977,0.9552,3,34,3,False,5,test,train,True,220,508,
26f717c6128d8e5d0854376f01893c8a,880a1fc64038757f0a332bdf8b81ef05,0.9552,5,2,2,False,2,train,test,True,1121,517,
376a68a1f7236d0fc5586d3d96442295,c5a4bb3e9ebfbb7762f7fefee9ee6d6a,0.9552,11,3,3,False,5,train,test,True,69,802,
c8f84d9ecff20af2842de863f6963dfa,e2138754f55ba87cd4cdd2ccb8f0721d,0.9552,2,5,2,False,0,val,train,True,837,1092,
2f0a9b15f067539455c1a5548a114f78,54d6c9c73ffff3037136f02ad78da625,0.9551,20,3,3,False,1,train,test,True,1148,446,
6b1293bfb8877f750a8cf054e4e0a29e,9a132baeb5431f2b38862baff1c367c7,0.9551,6,2,2,False,2,train,val,True,823,437,
659605aeb955654bfd576bea20447b06,9dc4c474c8f4f01ec503bdcd3043e10a,0.9551,6,2,2,False,1,train,val,True,457,454,
2b12c146454d425994569aa61bceb435,c02993d3eb182a5a9f3ceb0fc47fb0fa,0.9549,3,2,2,True,3,train,test,True,578,749,
3a6161c02efaf0c49fe4dc6ffd76c838,d52d28b99ef14ecc6e55b92170b883e9,0.9549,3,9,3,False,1,train,val,True,175,1250,
42045280ad96d543a1edb099b0b05940,cf6d2d5e9dd37892e7aeb4cd12f76db3,0.9549,3,10,3,False,3,train,test,True,227,1163,
a08bb66f1450552e0f8d32b4e6a89254,db1d65d349a617c13f53307435d42113,0.9549,4,3,3,False,2,train,val,True,476,1006,
237d42417a3621368cfb0a3280d3f252,ca83118f81f560d2f8a27b80307089c3,0.9548,2,2,2,True,4,train,val,True,1042,850,
3ee83e295ae1fca3fbee89fb67666bc1,d1a9750fbe2b10c8d52dfddf4cb1bde3,0.9548,3,9,3,False,2,train,val,True,80,1120,
0c77493e455bd2380f899c278052fb16,c25541fd4c6bf6f78e3f364d279b63cf,0.9548,14,2,2,False,5,train,val,True,499,773,
7b8d2f39e387bc0a54504377f8318247,e5fc40d67ca490bb598688f92a2eff6b,0.9547,2,44,2,False,3,test,train,True,907,622,
777e89beb78fc98db5806423fe7f7254,e05f477f1d1693f8b4a5e629bb0745b2,0.9547,5,2,2,False,5,train,test,True,1371,1070,
1866ab99cc028bbb8ed656f1181215f1,d9c9948c3c66446410dfc95adcafd115,0.9546,2,15,2,False,3,test,train,True,1357,991,
24ecf26ce811ea7f0116d7ea5388bc4a,9f887e6311f6062c5741bfae853edb80,0.9546,3,34,3,False,2,val,train,True,31,555,
2ef31e571dd843c12f74ac96c3793d9f,b5343f9567df8a68c3276f8d8cdcc6a5,0.9546,2,5,2,False,4,test,train,True,1454,641,
31e82faf725d625e322f58692dd90ac1,5b281fbdb595d08a630ec51d418a3196,0.9546,2,4,2,False,5,test,val,True,1272,150,
44f1555353574ac79ce07ae55f40a932,e6a6f4658717ef0c20e18cc89b96f4e6,0.9546,2,3,2,True,2,test,train,True,1211,1142,
1b86a85640e5832e6b27d89c8f99adf9,6a5cc0b66b8d4af9c13f1303c6de5ffb,0.9546,11,3,3,False,3,train,test,True,755,772,
6392947d42a28861f68363b1f2e536e5,de06480e9ad90fd6fbb3b2496eb6d35b,0.9546,29,2,2,False,0,train,val,True,1298,1394,
16245569965bf8a154f6bd2defc8df7e,50c1a18ccd556a1cc34f3b21e34fe03d,0.9545,3,10,3,False,1,train,val,True,735,114,
3a9d5791b0cc64ff0dae5dd26e6006ab,70a840557099db07a37542bdf701df90,0.9545,3,3,3,True,1,train,test,True,1095,761,
4f066c3230d1e0d5f38a1837ea1a86e6,cf2d2942b89d99574da83a3dea91d8fe,0.9545,2,4,2,False,3,val,train,True,1110,896,
18eb49f9b5f5b45b3a93717ec10bfd7e,947778d55b7cb029d9b22bd048534fe5,0.9545,10,2,2,False,3,train,test,True,856,405,
aff9deb3016a3ba5db5a5edb22ecc982,c176b834c3a5045ac074fb70637cfa8d,0.9545,2,3,2,True,1,val,test,True,1268,761,
29d70921c5346342007bb79603c58303,d1071efa4e88c78030b7fb2b46217943,0.9544,2,39,2,False,0,val,train,True,940,973,
2fe856ea963cd9d023f693db12fe696e,3cb832450f38c16278b3c78d15f7be7f,0.9544,3,25,3,False,0,train,val,True,712,828,
107694232cb071255848ddca5efbe061,f800a3979b283e4b697fa2aade0c1947,0.9544,50,3,3,False,2,test,train,True,33,1365,
6b8b24a489695a356845b7fa1485b599,947778d55b7cb029d9b22bd048534fe5,0.9543,2,3,2,True,3,train,test,True,216,405,
3a9d5791b0cc64ff0dae5dd26e6006ab,fa185cbfa3c6bb40a7dd0397b88539d9,0.9543,4,3,3,False,1,train,test,True,1095,1390,
5d438b93171c54575c3248d799952a8c,87c639ec5365c2d6d61581be6407c8b6,0.9542,2,6,2,False,5,train,val,True,1195,348,
7b22fd3e61cb1d3649fa02db994ab146,901c286b8214018bb61ece49767c9004,0.9542,4,3,3,False,1,train,val,True,329,388,
3ee83e295ae1fca3fbee89fb67666bc1,e49bc96b36f660bf3aa433ef119066eb,0.9542,4,2,2,False,2,train,val,True,80,1120,
15d988a363c6d81572a8ed9ccc3f46f6,766a40322fe11a3794eada34c348b5cc,0.9541,3,22,3,False,5,test,train,True,13,961,
2ef31e571dd843c12f74ac96c3793d9f,9effeea56c413b92340b89d1240769c1,0.954,3,4,3,False,4,test,train,True,1454,641,
3517a8727c26bcdb6846648c9867692a,d49075075de98ba225b3306bc8cfca44,0.954,3,2,2,True,4,val,test,True,572,948,
48df3ca910d365bdea427ed5b7c31808,5fefc2506c90deddd4bd9854b52895c9,0.954,3,10,3,False,4,test,train,True,131,775,
b1ecc44ba2bffeba5ad09c2a339f40fa,f236820cf87ca90929a81b8f4b2a3e3e,0.954,2,14,2,False,0,val,train,True,616,1348,
226579a577a7a7487e97cb9c9a2c3886,b469e5dc0fe1674e4251027393658f1e,0.9539,3,3,3,True,0,val,train,True,91,631,
01a9472f2b061f80bb7c125dfa9771e5,86983b5439f4a111cf6173c634302531,0.9538,2,11,2,False,5,test,train,True,2,595,
3b7f094d2e4a2c14d38961d386f9b2ca,89b62c165838d36fd294a57624db8e4f,0.9538,50,3,3,False,3,train,test,True,1200,405,
a12cf12bd480d36325d9141e5fce729d,aa4a74ecfa3460efebc1951c29b5a96a,0.9538,3,5,3,False,2,train,val,True,1068,550,
2bb4f3202acd0b3cd10ffae292b6edf8,d11c87201830d5e0b853fe783ff28b70,0.9538,4,3,3,False,0,val,train,True,837,1092,
0c21345669287d5b299ed8d7d0f6e1c2,126ab775290fbfe771a67c94c6d50799,0.9537,19,2,2,False,5,test,train,True,800,301,
57ac237fd7804341517927ced4353c71,d1df1946a0d00bdf843cbbedbe98fa4b,0.9537,2,2,2,True,5,test,val,True,1375,1013,
673449b5e46a844b12b1599781684591,992494d03126bd7ffb678ab8f685a854,0.9537,2,13,2,False,0,train,test,True,587,432,
a09c9526e3316571648552d78ac37c2d,ddb64fec2f66e001804e629c20867e59,0.9537,15,3,3,False,5,train,test,True,1266,1038,
a2f1af7bf2b86cdabfcffe65d8424a3a,fd3926d5158b0502b1a51811c50c3976,0.9537,22,3,3,False,0,train,val,True,1433,1432,
2de16bc6e49ce2a2e371f01824f78600,584dd714859c8d8ac50860e98f36075b,0.9536,26,3,3,False,2,train,test,True,409,1262,
6029eceba97e1f924eec2b51df4f8daf,8ef60407163c62c9fc4f2a3f6bf7691a,0.9536,10,3,3,False,1,test,train,True,168,1153,
25a27922edaf3f338e8693ededcbe1c2,3517a8727c26bcdb6846648c9867692a,0.9535,2,4,2,False,4,test,val,True,948,572,
5842e1854d2e47373e8ede504d525071,fa741c964934cb194701d6630356adb0,0.9535,3,31,3,False,3,test,train,True,182,1395,
3a9d5791b0cc64ff0dae5dd26e6006ab,e830b99a9330e3fa4feee8ac6f219083,0.9535,5,2,2,False,1,train,test,True,1095,1390,
d341e19a76135d79774f19f5e9ecc5a9,ebb6d5ca45942536f78beb451ee43cc4,0.9535,21,2,2,False,2,test,train,True,933,1389,
074d9f9ceede2e4fad8aec367a335a77,9e5cd1fc52ee72cb0658f1e403aa00ad,0.9534,3,3,3,True,3,test,train,True,835,1343,
7e77e55ae8c546ed11cf6ffd04dda106,feb0f0ab5eb812769d3a069b7be9dcf4,0.9534,3,5,3,False,5,train,test,True,288,1455,
51eff3eca711a0e2dc3153a420c98c8d,8dc97d161e376446e0f2a80b6dbde788,0.9533,2,2,2,True,3,test,train,True,436,1047,
7baf8e46e8720b8b2d379d2ed3b776b2,c6d87f56f56c456d38f3b6967eb21eab,0.9533,3,3,3,True,4,train,val,True,1267,813,
7df260d73a124534f81a62768190ba8b,842f019a8604e0323ab1a9fe53814f54,0.9533,34,2,2,False,2,train,test,True,285,319,
bb2def1b86b5ea93316769e51f0facde,fc2fd27c7f16ed0c6f522ef43f585727,0.9533,3,2,2,True,5,train,val,True,693,1416,
23c7e23b418a44db2d86d9cde9b7ba3f,304ae907fcbca6426b7a2015eeffd501,0.9532,2,3,2,True,2,val,train,True,1355,594,
6b8bcd9c84523e1151cefad443a137c2,6fd2d42591da02ae878e2d5c74bcc98f,0.9532,3,6,3,False,5,train,test,True,216,1038,
531a7f47d8e6e7733e86000e5f793168,7982c501352a5974743b000378f161b8,0.9532,41,3,3,False,5,train,test,True,123,268,
867bf41f609802d686b544b1f8afdcc2,c8a09a4ef05f4b37037251a76d8f5d68,0.9532,2,16,2,False,3,val,train,True,335,1124,
6c20932e84b65fdc93dcfa63d9fdf1d5,9dc4c474c8f4f01ec503bdcd3043e10a,0.9532,12,3,3,False,1,train,val,True,457,454,
0c21345669287d5b299ed8d7d0f6e1c2,c2230eb928a225c9cbb7d247cbde2b4a,0.9531,23,3,3,False,5,test,train,True,800,768,
237d42417a3621368cfb0a3280d3f252,b481b56617ce096435cb591adc6dd0b9,0.9528,4,2,2,False,4,train,val,True,1042,850,
226579a577a7a7487e97cb9c9a2c3886,f5453bb85ab33f0f99e56b296293737e,0.9528,4,2,2,False,0,val,train,True,91,1291,
673449b5e46a844b12b1599781684591,69ab9dae3fcb1bcb79683b95e4836252,0.9527,3,10,3,False,0,train,test,True,587,432,
7ee503e117d755f91a4a5f75f643cb23,c6d87f56f56c456d38f3b6967eb21eab,0.9527,3,4,3,False,4,train,val,True,1267,813,
25f8b4140df3fcadc642f18b4279582d,c815395bc70fe23c78b58cb3b6f2a19c,0.9527,42,2,2,False,5,val,train,True,36,827,
074d9f9ceede2e4fad8aec367a335a77,f9b0585f3bed42786c6c9fc199e59dc8,0.9527,6,3,3,False,3,test,train,True,835,1387,
1307e25950ec553c3d02121252e6a80f,3fa1e5427fd312f27072d99cb14a63d3,0.9526,31,3,3,False,2,val,train,True,1017,1245,
60a18d14b13eb21b56f3d3e77a315af7,a23accdd92c621553d8e58b8b40eed83,0.9526,3,14,3,False,4,test,train,True,209,961,
04e31b936f51091d43cb805a30084533,a8d65bc90e175baee47ae5b445ba2476,0.9526,6,3,3,False,4,val,train,True,109,1459,
283624a201d08d9abc72c51af1da7923,f8398798a9dcd88e7475154488b11a1a,0.9525,2,5,2,False,1,val,train,True,471,278,
0c77493e455bd2380f899c278052fb16,6109a474ebb5c73ef1dc5fe36c6f7df2,0.9525,18,3,3,False,5,train,val,True,499,773,
25a27922edaf3f338e8693ededcbe1c2,ac6110478f6edbee89ae89481e94b275,0.9524,3,3,3,True,4,test,val,True,948,572,
2f051c3fc82f154a76189c707c3293ea,3d3de59a9cdafdb58eb5ffde8dab8d70,0.9524,2,5,2,False,2,test,train,True,60,98,
6edc4da86334190089f6a093bf258ab6,b464d85e4e09357df39fe623cb28fd5d,0.9524,2,13,2,False,3,test,train,True,646,1252,
723a7750742b4b7630fe743c74ce9cad,ce8f7d335ba01839ce10eaff44daff42,0.9524,2,22,2,False,2,train,val,True,729,888,
bd27ef7b7228054c910c8622a54d9906,d52d28b99ef14ecc6e55b92170b883e9,0.9524,2,11,2,False,1,train,val,True,795,1250,
b73bbfdac8fa640a792316345615b313,be9a14433ee7b842c1be4ba2eb5a19a7,0.9523,11,2,2,False,5,train,val,True,659,890,
644009d197e73a26659353807e116e84,6cd581a4c4e0314e1479c0c4a24f4eb3,0.9522,6,3,3,False,2,val,test,True,185,1275,
b13078f2ae0a4dd072a3509ab1b1a0f0,c1273fbac7df8d2188b1854ae6584e14,0.9522,2,2,2,True,0,test,train,True,1470,760,
2d0f5c3a7e2c2fc4bd659e853380fb20,55bc19f33c8e76d179d4fff167424383,0.952,3,3,3,True,0,test,train,True,47,690,
38e5d191e77117979a52ba888ea2df9e,4cb2407fb053b89d54b59d0ba09aecc1,0.952,2,3,2,True,2,val,train,True,1400,178,
c86e99892a6b79cfb79b2770530b4864,daebef24cda2600dcb449a78a83c1858,0.952,3,59,3,False,1,test,train,True,830,1453,
2ee5b3ee58d54264c2a037ea1c0ada4b,de06480e9ad90fd6fbb3b2496eb6d35b,0.952,45,3,3,False,0,train,val,True,1298,1394,
d76c8504812e17930194614c25ba21fd,dc34ce090ee7aa4ffe226b4314810434,0.9519,3,2,2,True,5,val,test,True,972,1016,
4ec11bb76ae0ea613a8137379dfea508,f0bb29042dfb17421aac02138f8e9d20,0.9519,9,2,2,False,0,val,train,True,109,1298,
2fb49b4bb80d5c1f3b5b2fc44fa8a763,7baf8e46e8720b8b2d379d2ed3b776b2,0.9518,3,4,3,False,4,val,train,True,813,1267,
56c011c71edcba80e2c4fb87d1d0f26e,64e7f3ba0ab29790d1ad571eed45f655,0.9518,2,5,2,False,4,test,train,True,131,775,
06fb67ffa126811dad6ffb6ecdb8558b,f00ec753b5618cfb30519db0947fe724,0.9518,132,3,3,False,2,train,test,True,225,1262,
0cee71ab57422e04f76e09ef2186fcd5,c24be4bf9e9be5e7898cdd383233813b,0.9517,31,2,2,False,1,train,val,True,872,918,
339af1c837c6046bcf11ef8f6ee7a3c3,dc10032bf598b0a3268074de4bb2d7b6,0.9517,8,3,3,False,4,test,train,True,213,426,
23c7e23b418a44db2d86d9cde9b7ba3f,66ac9acd0174425c2ad47448fc55ca45,0.9516,3,5,3,False,2,val,train,True,1355,1039,
29d70921c5346342007bb79603c58303,48b90b806560b21a02cbfcea8a2b3977,0.9516,3,27,3,False,0,val,train,True,940,973,
957b6739a057adf1eef9ff91f31afe43,d69244e15961cf6fb54d50a3baaaa46d,0.9516,3,2,2,True,0,test,train,True,705,964,
34bf9dcd2f03642e6d42163091900112,c549a1ab70c4de9755941eb6269e13f6,0.9515,3,53,3,False,5,train,test,True,827,800,
5e165e0f062426606dc1b5c217689129,a0714e2fe169ac0e6bfcacc028a4f391,0.9515,55,3,3,False,1,test,train,True,159,833,
52f458343920a7409c42f4ec0a9cc8e0,e7e80a801e9a9102e87bcb514b13c660,0.9515,4,3,3,False,5,train,test,True,122,1347,
29828828368fdf428816c8268444833e,4ed29df24a54fba2e6ee2c14716c2e62,0.9513,4,3,3,False,0,train,test,True,278,110,
4096244b63ae69345283dd7bad8609d0,b2ade8c8cf0f8da5d999e116da8cf41c,0.9512,2,14,2,False,3,test,train,True,749,623,
487ca72fd110eee2985954aeda10f456,7ae412eda1a4203bb31484fdcdf0864d,0.9512,3,16,3,False,4,val,train,True,919,302,
92e65cdbae33b846328b01eefe907fff,bce6156cc1e42f3c62b14d424664c974,0.9512,111,3,3,False,0,train,val,True,1200,713,
2309b313ab206df1adf09d970478f4c0,e830b99a9330e3fa4feee8ac6f219083,0.9512,32,3,3,False,1,train,test,True,804,1390,
12942b14ee8cde158e33d537cc3582a9,92d2d3c1efe901481be93f2f1b4cc2df,0.9511,9,2,2,False,3,val,train,True,1230,398,
aff9deb3016a3ba5db5a5edb22ecc982,c95bfd7e7fcb784d245163e8305143cc,0.9511,3,6,3,False,1,val,train,True,1268,840,
72e996bf235d7bcec83fd9c8f7de1977,c8f84d9ecff20af2842de863f6963dfa,0.9509,5,3,3,False,0,train,val,True,1092,837,
bc1cf017913e28ca316244b52d1fc59d,d69244e15961cf6fb54d50a3baaaa46d,0.9508,2,3,2,True,0,test,train,True,705,964,
130019276ea41cbc9c01147481b1d6db,89f8bfd1bbefd9ed29720eee5713b2c9,0.9506,3,9,3,False,5,test,train,True,444,1014,
2caf855d25d357626f5ea914bdfe5774,3b1a389348b3caccc230ca8693c52f93,0.9506,45,2,2,False,2,train,val,True,46,866,
3f3f6a1f515cd9ae79e323a4759f0888,d8530375294e4c94c9c2aa2c7f79c13c,0.9506,3,7,3,False,3,val,train,True,166,980,
82b8e31cf5bd59934af005c609d05e64,f02badb2b1c69c914644ea89c3c5846f,0.9506,2,6,2,False,5,test,train,True,782,567,
12942b14ee8cde158e33d537cc3582a9,8a1520420384d8c11733edd40969effc,0.9506,10,3,3,False,3,val,test,True,1230,600,
545d14287912a7a53a64fe279a92097e,f1f5f493f2f436a7049f899b4ca4bac6,0.9505,7,3,3,False,4,val,train,True,435,1024,
b5b2f06981b22750480a201e7d3baea4,fdb9d38ce2b5a1d31bb030cd2d3a03b9,0.9504,3,2,2,True,0,train,test,True,1280,1443,
8ed8da75b8a46d9e025378993e4dc41e,bd6a39de18227e44730c228369cea0f4,0.9504,12,3,3,False,3,train,val,True,696,720,
b2dca2c953d270bc78478df8cf5ddb62,cec81433693d2168ddee15f9bb37dc19,0.9504,5,3,3,False,5,train,val,True,1186,890,
13813facc985c2ea007fdf764ef98a5a,e2578d331ae6cb3bc649027498c8ff8d,0.9503,3,5,3,False,1,test,train,True,884,1095,
4096244b63ae69345283dd7bad8609d0,c32fba73ac1af46b2ccfd549172f1227,0.9503,3,6,3,False,3,test,train,True,749,1325,
c02993d3eb182a5a9f3ceb0fc47fb0fa,c32fba73ac1af46b2ccfd549172f1227,0.9503,3,5,3,False,3,test,train,True,749,1325,
0c625807666551dc07436779d1969b24,87668b74a71c46e1794107bb5f32d44d,0.9502,3,9,3,False,5,test,val,True,2,1265,
38da5a625694c55fccb0c6daeb2fdd58,f80762497aaa467658859f20ca56f875,0.9502,3,3,3,True,5,val,test,True,150,1367,
4c25d8ba4a2ecabe2b69b901c994e2dd,6748bc59dcdccfef45a9f45c1dac18a1,0.9501,2,2,2,True,1,train,val,True,671,454,
ef9c72d529806d9ba341476d4c159838,f0098375c984c08db1a94086d80e7f27,0.9501,22,3,3,False,5,train,val,True,575,1261,
3625e6a2deae10c191a3fc3b6fde9fdf,9b78976098554461d749dc6ea6afc9ba,0.95,2,5,2,False,5,val,test,True,972,1016,
3e5fc2e7be262fb77362fb82e4850774,d49ec86c92a9a403ccd971a0e12fe734,0.95,2,3,2,True,4,val,train,True,149,1116,
85ec340020fb63c782e84901880e8684,98b0be22ce1333d629294c2748a81ed7,0.95,3,15,3,False,4,train,val,True,332,1300,
9b761ed6330d5b6e03b1a88a8c5cc56d,cfdac1ca5172b91340648a9c1ed43a65,0.9499,2,13,2,False,2,test,train,True,443,902,
5252182ded15f6179aba4b367c0215dc,9e74e07bb8b89e8dd32057c623238f98,0.9499,107,3,3,False,0,test,train,True,429,752,
1ee1681eddf2ebd32e9207c583db4d09,c8f84d9ecff20af2842de863f6963dfa,0.9498,3,4,3,False,0,test,val,True,44,837,
3752b697cae9f81a9d5ffe44dac58e7a,bb2def1b86b5ea93316769e51f0facde,0.9498,2,4,2,False,5,val,train,True,72,693,
15d988a363c6d81572a8ed9ccc3f46f6,d0722f1c8a76133ce8400a4c1dafce5a,0.9498,6,3,3,False,5,test,train,True,13,909,
50467a6acf3c242827713dc6dd1b5836,7cbab4cb4f2b654dab01864409304a36,0.9497,2,3,2,True,4,val,train,True,1264,282,
6b8b24a489695a356845b7fa1485b599,89b62c165838d36fd294a57624db8e4f,0.9497,3,8,3,False,3,train,test,True,216,405,
d5cab685b579ccaf021401bf2589b5f0,ef68712b2ec4cd57f06e74889cc021b2,0.9495,2,4,2,False,1,test,val,True,957,1250,
37355e29029bdc13096902e0d82a9b88,eb846d2f14749c4913bf0affa0578d8d,0.9494,13,3,3,False,5,train,val,True,1472,1203,
40a7138f52ba6bcb66a4cdc432280261,98b3643c066287fc7f2418dfb7317dba,0.9493,191,2,2,False,1,test,val,True,1242,427,
162cd4fc05480042f1429d3eaed599d8,f6c0aa4b8c3f21c9077ea8bb373b4c84,0.9493,8,3,3,False,5,train,test,True,122,1347,
3b1a389348b3caccc230ca8693c52f93,8e03d0bfa55336cccbfa604e66a878fb,0.9492,3,86,3,False,2,val,train,True,866,804,
074d9f9ceede2e4fad8aec367a335a77,fac5bbaea8710fc47397548c8271757d,0.9492,10,2,2,False,3,test,val,True,835,1399,
3625e6a2deae10c191a3fc3b6fde9fdf,853e2ccb308b7e1119a563ca6e12a7ef,0.9491,3,9,3,False,5,val,test,True,972,326,
4f8c97e95011e0949b32fb9f3118177a,ddac26b8c4b0ab1a705a4aac427dd486,0.949,3,14,3,False,0,train,test,True,207,1037,
1c6073151697059354f3b8b03d9c4c8e,9ba74a2d19c4149c47a7c6661fb7eb5f,0.949,69,3,3,False,5,train,test,True,1166,444,
4dc731d30fb8010b313c357fa56459e3,fb85ad4fd2bc74adf94bd9cc36ee63da,0.9488,2,11,2,False,0,val,train,True,739,1408,
363cd7b84bf86e6c8cd7073897b97232,8334f4fbcf2dc31f0142d5b66ec36400,0.9488,28,3,3,False,0,val,train,True,498,752,
5d68ab03ab12677506d8afb5b545c5b3,d170e740852da74410caa708246dc4de,0.9486,3,7,3,False,5,train,val,True,973,1203,
5ffcf2372542336fe4ee3585bd07b6f2,d8530375294e4c94c9c2aa2c7f79c13c,0.9486,3,10,3,False,3,val,train,True,166,980,
64d89f6270efae268f99717bfbf288e8,d3c90e3b04360cdbeadad04e64cd5e2c,0.9486,59,3,3,False,0,train,val,True,666,940,
c6d87f56f56c456d38f3b6967eb21eab,f05260d375197325c7cf1775306b9eb4,0.9486,5,3,3,False,4,val,train,True,813,1267,
8e244ea370ffdb16c4d50bd271c538a8,f2196dcfec3027846cdd304448f28fa5,0.9486,6,2,2,False,5,test,train,True,1439,1289,
548a1b47c6c3d002e1fab2d2959404db,ad1592d1b4b1f734e59a92f5ebef305b,0.9485,2,16,2,False,4,test,train,True,201,1402,
98b3643c066287fc7f2418dfb7317dba,dc7254ab21584e852fe556646c86d6f4,0.9485,3,323,3,False,1,val,train,True,427,1132,
5a19b7514d9adb447ed6aa694811f1eb,c1f555f3260b361647b7084898613037,0.9485,33,3,3,False,0,test,train,True,385,764,
1406f6f2b430bc206d22fb814d6edeba,545d14287912a7a53a64fe279a92097e,0.9484,3,12,3,False,4,train,val,True,1024,435,
19cd8d1657528f7d4895398a6fd093ec,f31c2c896158865d4665f289e2a79a68,0.9484,2,14,2,False,4,train,val,True,16,1300,
294017fb97e4fec299eb8e83fd2d3be2,9bc5cd695f30b6f98e65dc356cf6c656,0.9484,3,11,3,False,3,val,test,True,438,447,
64fb4585a1a2f2ec2cdfe6e0e831dddf,b13078f2ae0a4dd072a3509ab1b1a0f0,0.9484,77,3,3,False,0,train,test,True,1200,1470,
0a97bd73cd153b33751d43821ff0a400,9f8dfe7b06ca41af4fa89f7deaf3b050,0.9483,3,45,3,False,0,test,train,True,591,1252,
226301ee1193716a8079c58d8669b4f9,cd9465086595101ef9564b9d8c303c38,0.9483,35,2,2,False,0,train,test,True,193,1468,
2ad0a0582297b6f2ddb131796e300ee3,a8321af1b53320df308a2dd4554fff52,0.9482,26,2,2,False,0,val,train,True,1432,537,
665fcad8a2159796d111633809f6d0b3,eaae490bfc1d9f10fd34caf902a6900d,0.9482,10,3,3,False,5,train,test,True,567,1419,
15081ecc0dd0de8694dd86e1dab23e54,1ee1681eddf2ebd32e9207c583db4d09,0.9481,3,4,3,False,0,train,test,True,141,44,
4800ba489b63f1cf36762ddef7683867,5d438b93171c54575c3248d799952a8c,0.9481,4,3,3,False,5,val,train,True,348,1195,
7c879895184685f2ade71c54e63960d8,85b43e64b68fce39237fcfaf32d5a7d7,0.9481,19,2,2,False,0,train,test,True,1254,1443,
95687706ffc4a2750ca1709258cc88de,c6d87f56f56c456d38f3b6967eb21eab,0.9481,3,6,3,False,4,train,val,True,1267,813,
5c9407c366d62c4e309a5fa61a48b7b7,f062f6c1128e0e9d51a76747d9018849,0.948,20,3,3,False,1,train,val,True,1100,1268,
8b8338194dd8175d057bdc068ba44945,bc1cf017913e28ca316244b52d1fc59d,0.9479,2,3,2,True,0,val,test,True,369,705,
a82ab9e22ff10be0575503d3262a1a61,ab953747c19632d5ff3078b84449596e,0.9479,38,2,2,False,4,train,val,True,1049,564,
166f7618e2d9e5c9b05e4dd358f7659e,435f5526bfee811bcd4bbf54ad40b600,0.9478,2,20,2,False,5,test,train,True,13,909,
12942b14ee8cde158e33d537cc3582a9,4e8d7f8d403847cc6c2f08d80f4ba223,0.9478,11,2,2,False,3,val,test,True,1230,786,
98b0be22ce1333d629294c2748a81ed7,f79dc41910f957d0c15aadb49bff975c,0.9478,20,3,3,False,4,val,train,True,1300,1464,
f75c7cec3ddc9fbff27aca59b01c5bf5,f84d60e83be2e1bbfdb1885a668bf3ba,0.9478,12,3,3,False,3,test,train,True,1357,1374,
35c7912e941c9bf21594deeda6c891e2,f9b0585f3bed42786c6c9fc199e59dc8,0.9477,2,7,2,False,3,val,train,True,76,1387,
38e5d191e77117979a52ba888ea2df9e,3d3de59a9cdafdb58eb5ffde8dab8d70,0.9477,3,11,3,False,2,val,train,True,1400,98,
306c500894cef0f73406f227152ef357,bec80e876b9ffa8f24cf85beaa431667,0.9475,3,2,2,True,0,train,val,True,99,739,
3752b697cae9f81a9d5ffe44dac58e7a,6fd2d42591da02ae878e2d5c74bcc98f,0.9475,3,14,3,False,5,val,test,True,72,1038,
75835cc8ccb7fe86356cebdb35006fab,cd9465086595101ef9564b9d8c303c38,0.9475,106,3,3,False,0,train,test,True,1200,1468,
10dd67ea8e8fe3edbceeabfff19d1934,c429c26a603910717dbf17e6e7035627,0.9473,3,38,3,False,3,train,test,True,6,1444,
1879de2690c241fab002235b2d6e0d6a,b6084b84b97f67f4bd6adbf1fb74f2d2,0.9473,2,5,2,False,3,train,test,True,532,646,
b481b56617ce096435cb591adc6dd0b9,d0cb73c9ad19c13c6fe93cc2c61cc073,0.9472,3,2,2,True,4,val,test,True,850,914,
283624a201d08d9abc72c51af1da7923,46d067b212c4dda9e6f87c8b82f22d79,0.9471,3,3,3,True,1,val,train,True,471,278,
b01f92809dbfa747dc4d1881f400d99b,edb53390a53397b29cb85e21501b8efb,0.9471,2,6,2,False,3,test,val,True,600,1230,
09320344c2ed4da7bdf50d9f03b9e0be,fe7dac11b3c6b6f26332b086b5c0e12d,0.9471,68,2,2,False,5,train,test,True,1281,1450,
1bdf2c81b6b6aad6aae2818a844957f0,f480b897adfe65f572f79d9f8d45ac9e,0.947,3,10,3,False,4,train,val,True,24,1320,
44f20df33112cfc1ae49f18ee2efc913,73ca95633a46136d909f5ad45c7ddda1,0.947,12,3,3,False,3,train,val,True,1220,1098,
b521d20219d57de33e48f6ccda6a24c8,c7e159377563c722314bcef3e9537c10,0.947,3,74,3,False,0,test,train,True,640,826,
6651573b179734d9205f592604191b67,d9c9948c3c66446410dfc95adcafd115,0.9469,3,51,3,False,3,val,train,True,335,991,
9e0fa510b3e5a89ab765dfa48957a4cc,a55cc8df950bcadf4cd61ff470d74246,0.9469,2,7,2,False,1,test,train,True,491,1159,
5de921452c721c77d8ffa775b9241542,aaee8c7e09fa4b50c160acd7e3302cfd,0.9469,4,2,2,False,5,train,test,True,1373,974,
1cdd6def1e3099a9763938457cf0b4be,20546599b4a51afc9eb43344f42df611,0.9468,7,2,2,False,4,val,train,True,1320,24,
